date,price,currency,airline,stops,duration_min,departure,arrival,origin,destination,scraped_at,source,date_str,day_of_week,days_until_dep,is_direct,duration_h,month,week
2026-04-02,71.97,EUR,Air Arabia Maroc,0,100,2026-04-02 13:10:00,2026-04-02 15:50:00,CMN,MAD,2026-03-13 16:21:15.146298,unified-search,260402,Thursday,20,1,1.67,4,14
2026-04-02,145.99,EUR,Royal Air Maroc,0,105,2026-04-02 16:25:00,2026-04-02 19:10:00,CMN,MAD,2026-03-13 16:21:15.146298,unified-search,260402,Thursday,20,1,1.75,4,14
2026-04-02,98.97,EUR,Iberia,0,110,2026-04-02 12:30:00,2026-04-02 15:20:00,CMN,MAD,2026-03-13 16:21:15.146298,unified-search,260402,Thursday,20,1,1.83,4,14
2026-04-02,146.99,EUR,Royal Air Maroc,0,105,2026-04-02 09:50:00,2026-04-02 12:35:00,CMN,MAD,2026-03-13 16:21:15.146298,unified-search,260402,Thursday,20,1,1.75,4,14
2026-04-02,141.97,EUR,Iberia,0,105,2026-04-02 16:25:00,2026-04-02 19:10:00,CMN,MAD,2026-03-13 16:21:15.146298,unified-search,260402,Thursday,20,1,1.75,4,14
2026-04-02,158.97,EUR,Iberia,0,105,2026-04-02 09:50:00,2026-04-02 12:35:00,CMN,MAD,2026-03-13 16:21:15.146298,unified-search,260402,Thursday,20,1,1.75,4,14
2026-04-02,100.37,EUR,Vueling Airlines,0,110,2026-04-02 12:30:00,2026-04-02 15:20:00,CMN,MAD,2026-03-13 16:21:15.146298,unified-search,260402,Thursday,20,1,1.83,4,14
2026-04-02,252.0,EUR,Royal Air Maroc,0,110,2026-04-02 12:30:00,2026-04-02 15:20:00,CMN,MAD,2026-03-13 16:21:15.146298,unified-search,260402,Thursday,20,1,1.83,4,14
2026-04-02,724.97,EUR,Qatar Airways,0,110,2026-04-02 12:30:00,2026-04-02 15:20:00,CMN,MAD,2026-03-13 16:21:15.146298,unified-search,260402,Thursday,20,1,1.83,4,14
2026-04-02,135.99,EUR,TAP Air Portugal,1,370,2026-04-02 17:10:00,2026-04-03 00:20:00,CMN,MAD,2026-03-13 16:21:15.146298,unified-search,260402,Thursday,20,0,6.17,4,14
2026-04-03,177.81,EUR,Iberia,0,105,2026-04-03 17:55:00,2026-04-03 20:40:00,CMN,MAD,2026-03-13 16:21:25.535646,unified-search,260403,Friday,21,1,1.75,4,14
2026-04-03,181.97,EUR,Iberia,0,110,2026-04-03 12:30:00,2026-04-03 15:20:00,CMN,MAD,2026-03-13 16:21:25.535646,unified-search,260403,Friday,21,1,1.83,4,14
2026-04-03,185.0,EUR,Vueling Airlines,0,110,2026-04-03 12:30:00,2026-04-03 15:20:00,CMN,MAD,2026-03-13 16:21:25.535646,unified-search,260403,Friday,21,1,1.83,4,14
2026-04-03,223.99,EUR,Royal Air Maroc,0,105,2026-04-03 09:50:00,2026-04-03 12:35:00,CMN,MAD,2026-03-13 16:21:25.535646,unified-search,260403,Friday,21,1,1.75,4,14
2026-04-03,215.97,EUR,Iberia,0,105,2026-04-03 09:50:00,2026-04-03 12:35:00,CMN,MAD,2026-03-13 16:21:25.535646,unified-search,260403,Friday,21,1,1.75,4,14
2026-04-03,280.0,EUR,Royal Air Maroc,0,105,2026-04-03 16:25:00,2026-04-03 19:10:00,CMN,MAD,2026-03-13 16:21:25.535646,unified-search,260403,Friday,21,1,1.75,4,14
2026-04-03,218.0,EUR,Vueling Airlines,0,105,2026-04-03 17:55:00,2026-04-03 20:40:00,CMN,MAD,2026-03-13 16:21:25.535646,unified-search,260403,Friday,21,1,1.75,4,14
2026-04-03,331.53,EUR,Royal Air Maroc,0,110,2026-04-03 12:30:00,2026-04-03 15:20:00,CMN,MAD,2026-03-13 16:21:25.535646,unified-search,260403,Friday,21,1,1.83,4,14
2026-04-03,328.64,EUR,Royal Air Maroc,0,105,2026-04-03 17:55:00,2026-04-03 20:40:00,CMN,MAD,2026-03-13 16:21:25.535646,unified-search,260403,Friday,21,1,1.75,4,14
2026-04-03,353.97,EUR,Iberia,0,105,2026-04-03 16:25:00,2026-04-03 19:10:00,CMN,MAD,2026-03-13 16:21:25.535646,unified-search,260403,Friday,21,1,1.75,4,14
2026-04-04,299.0,EUR,Royal Air Maroc,0,105,2026-04-04 09:50:00,2026-04-04 12:35:00,CMN,MAD,2026-03-13 16:21:35.808896,unified-search,260404,Saturday,22,1,1.75,4,14
2026-04-04,320.0,EUR,Royal Air Maroc,0,105,2026-04-04 16:25:00,2026-04-04 19:10:00,CMN,MAD,2026-03-13 16:21:35.808896,unified-search,260404,Saturday,22,1,1.75,4,14
2026-04-04,318.79,EUR,Air Arabia Maroc,0,100,2026-04-04 13:10:00,2026-04-04 15:50:00,CMN,MAD,2026-03-13 16:21:35.808896,unified-search,260404,Saturday,22,1,1.67,4,14
2026-04-04,358.5,EUR,Iberia,0,105,2026-04-04 09:50:00,2026-04-04 12:35:00,CMN,MAD,2026-03-13 16:21:35.808896,unified-search,260404,Saturday,22,1,1.75,4,14
2026-04-04,404.27,EUR,Iberia,0,105,2026-04-04 16:25:00,2026-04-04 19:10:00,CMN,MAD,2026-03-13 16:21:35.808896,unified-search,260404,Saturday,22,1,1.75,4,14
2026-04-04,489.99,EUR,Iberia,0,110,2026-04-04 12:30:00,2026-04-04 15:20:00,CMN,MAD,2026-03-13 16:21:35.808896,unified-search,260404,Saturday,22,1,1.83,4,14
2026-04-04,247.99,EUR,TAP Air Portugal,1,270,2026-04-04 11:30:00,2026-04-04 17:00:00,CMN,MAD,2026-03-13 16:21:35.808896,unified-search,260404,Saturday,22,0,4.5,4,14
2026-04-04,230.0,EUR,Royal Air Maroc,1,275,2026-04-04 16:35:00,2026-04-04 22:10:00,CMN,MAD,2026-03-13 16:21:35.808896,unified-search,260404,Saturday,22,0,4.58,4,14
2026-04-04,277.99,EUR,Royal Air Maroc,1,245,2026-04-04 17:15:00,2026-04-04 22:20:00,CMN,MAD,2026-03-13 16:21:35.808896,unified-search,260404,Saturday,22,0,4.08,4,14
2026-04-04,210.0,EUR,TAP Air Portugal,2,580,2026-04-04 11:30:00,2026-04-04 22:10:00,CMN,MAD,2026-03-13 16:21:35.808896,unified-search,260404,Saturday,22,0,9.67,4,14
2026-04-05,320.0,EUR,Royal Air Maroc,0,105,2026-04-05 09:50:00,2026-04-05 12:35:00,CMN,MAD,2026-03-13 16:21:44.499196,unified-search,260405,Sunday,23,1,1.75,4,14
2026-04-05,489.0,EUR,Royal Air Maroc,0,105,2026-04-05 16:25:00,2026-04-05 19:10:00,CMN,MAD,2026-03-13 16:21:44.499196,unified-search,260405,Sunday,23,1,1.75,4,14
2026-04-05,232.99,EUR,Air Arabia Maroc,1,245,2026-04-05 13:10:00,2026-04-05 18:15:00,CMN,MAD,2026-03-13 16:21:44.499196,unified-search,260405,Sunday,23,0,4.08,4,14
2026-04-05,480.0,EUR,Iberia,0,110,2026-04-05 12:30:00,2026-04-05 15:20:00,CMN,MAD,2026-03-13 16:21:44.499196,unified-search,260405,Sunday,23,1,1.83,4,14
2026-04-05,489.99,EUR,Iberia,0,105,2026-04-05 17:55:00,2026-04-05 20:40:00,CMN,MAD,2026-03-13 16:21:44.499196,unified-search,260405,Sunday,23,1,1.75,4,14
2026-04-05,440.97,EUR,Iberia,0,105,2026-04-05 09:50:00,2026-04-05 12:35:00,CMN,MAD,2026-03-13 16:21:44.499196,unified-search,260405,Sunday,23,1,1.75,4,14
2026-04-05,215.0,EUR,Royal Air Maroc,1,680,2026-04-05 09:30:00,2026-04-05 21:50:00,CMN,MAD,2026-03-13 16:21:44.499196,unified-search,260405,Sunday,23,0,11.33,4,14
2026-04-05,378.99,EUR,Royal Air Maroc,1,245,2026-04-05 17:15:00,2026-04-05 22:20:00,CMN,MAD,2026-03-13 16:21:44.499196,unified-search,260405,Sunday,23,0,4.08,4,14
2026-04-05,389.72,EUR,Air Arabia Maroc,1,285,2026-04-05 13:10:00,2026-04-05 18:55:00,CMN,MAD,2026-03-13 16:21:44.499196,unified-search,260405,Sunday,23,0,4.75,4,14
2026-04-05,244.0,EUR,Royal Air Maroc,1,535,2026-04-05 23:10:00,2026-04-06 09:05:00,CMN,MAD,2026-03-13 16:21:44.499196,unified-search,260405,Sunday,23,0,8.92,4,14
2026-04-06,299.0,EUR,Royal Air Maroc,0,105,2026-04-06 09:50:00,2026-04-06 12:35:00,CMN,MAD,2026-03-13 16:21:54.709463,unified-search,260406,Monday,24,1,1.75,4,15
2026-04-06,367.0,EUR,Iberia,0,105,2026-04-06 17:55:00,2026-04-06 20:40:00,CMN,MAD,2026-03-13 16:21:54.709463,unified-search,260406,Monday,24,1,1.75,4,15
2026-04-06,366.85,EUR,Iberia,0,110,2026-04-06 12:30:00,2026-04-06 15:20:00,CMN,MAD,2026-03-13 16:21:54.709463,unified-search,260406,Monday,24,1,1.83,4,15
2026-04-06,384.0,EUR,Vueling Airlines,0,105,2026-04-06 17:55:00,2026-04-06 20:40:00,CMN,MAD,2026-03-13 16:21:54.709463,unified-search,260406,Monday,24,1,1.75,4,15
2026-04-06,384.0,EUR,Vueling Airlines,0,110,2026-04-06 12:30:00,2026-04-06 15:20:00,CMN,MAD,2026-03-13 16:21:54.709463,unified-search,260406,Monday,24,1,1.83,4,15
2026-04-06,500.0,EUR,Royal Air Maroc,0,105,2026-04-06 16:25:00,2026-04-06 19:10:00,CMN,MAD,2026-03-13 16:21:54.709463,unified-search,260406,Monday,24,1,1.75,4,15
2026-04-06,353.66,EUR,Iberia,0,105,2026-04-06 09:50:00,2026-04-06 12:35:00,CMN,MAD,2026-03-13 16:21:54.709463,unified-search,260406,Monday,24,1,1.75,4,15
2026-04-06,492.23,EUR,Royal Air Maroc,0,105,2026-04-06 17:55:00,2026-04-06 20:40:00,CMN,MAD,2026-03-13 16:21:54.709463,unified-search,260406,Monday,24,1,1.75,4,15
2026-04-06,143.0,EUR,Royal Air Maroc,2,780,2026-04-06 16:20:00,2026-04-07 06:20:00,CMN,MAD,2026-03-13 16:21:54.709463,unified-search,260406,Monday,24,0,13.0,4,15
2026-04-06,149.0,EUR,Royal Air Maroc,2,780,2026-04-06 16:20:00,2026-04-07 06:20:00,CMN,MAD,2026-03-13 16:21:54.709463,unified-search,260406,Monday,24,0,13.0,4,15
2026-04-07,145.97,EUR,Air Arabia Maroc,0,100,2026-04-07 18:45:00,2026-04-07 21:25:00,CMN,MAD,2026-03-13 16:22:02.951861,unified-search,260407,Tuesday,25,1,1.67,4,15
2026-04-07,199.0,EUR,Royal Air Maroc,0,105,2026-04-07 09:50:00,2026-04-07 12:35:00,CMN,MAD,2026-03-13 16:22:02.951861,unified-search,260407,Tuesday,25,1,1.75,4,15
2026-04-07,280.0,EUR,Royal Air Maroc,0,105,2026-04-07 16:25:00,2026-04-07 19:10:00,CMN,MAD,2026-03-13 16:22:02.951861,unified-search,260407,Tuesday,25,1,1.75,4,15
2026-04-07,265.0,EUR,Iberia,0,105,2026-04-07 09:50:00,2026-04-07 12:35:00,CMN,MAD,2026-03-13 16:22:02.951861,unified-search,260407,Tuesday,25,1,1.75,4,15
2026-04-07,306.97,EUR,Iberia,0,110,2026-04-07 12:30:00,2026-04-07 15:20:00,CMN,MAD,2026-03-13 16:22:02.951861,unified-search,260407,Tuesday,25,1,1.83,4,15
2026-04-07,334.0,EUR,Vueling Airlines,0,110,2026-04-07 12:30:00,2026-04-07 15:20:00,CMN,MAD,2026-03-13 16:22:02.951861,unified-search,260407,Tuesday,25,1,1.83,4,15
2026-04-07,446.97,EUR,Royal Air Maroc,0,110,2026-04-07 12:30:00,2026-04-07 15:20:00,CMN,MAD,2026-03-13 16:22:02.951861,unified-search,260407,Tuesday,25,1,1.83,4,15
2026-04-07,313.0,EUR,Iberia,0,105,2026-04-07 16:25:00,2026-04-07 19:10:00,CMN,MAD,2026-03-13 16:22:02.951861,unified-search,260407,Tuesday,25,1,1.75,4,15
2026-04-07,130.99,EUR,Air Arabia Maroc,1,265,2026-04-07 14:40:00,2026-04-07 20:05:00,CMN,MAD,2026-03-13 16:22:02.951861,unified-search,260407,Tuesday,25,0,4.42,4,15
2026-04-07,118.0,EUR,Royal Air Maroc,1,605,2026-04-07 09:55:00,2026-04-07 21:00:00,CMN,MAD,2026-03-13 16:22:02.951861,unified-search,260407,Tuesday,25,0,10.08,4,15
2026-04-08,70.97,EUR,Air Arabia Maroc,0,100,2026-04-08 15:05:00,2026-04-08 17:45:00,CMN,MAD,2026-03-13 16:22:15.628322,unified-search,260408,Wednesday,26,1,1.67,4,15
2026-04-08,112.97,EUR,Iberia,0,105,2026-04-08 17:55:00,2026-04-08 20:40:00,CMN,MAD,2026-03-13 16:22:15.628322,unified-search,260408,Wednesday,26,1,1.75,4,15
2026-04-08,198.1,EUR,Iberia,0,110,2026-04-08 12:30:00,2026-04-08 15:20:00,CMN,MAD,2026-03-13 16:22:15.628322,unified-search,260408,Wednesday,26,1,1.83,4,15
2026-04-08,124.0,EUR,Vueling Airlines,0,105,2026-04-08 17:55:00,2026-04-08 20:40:00,CMN,MAD,2026-03-13 16:22:15.628322,unified-search,260408,Wednesday,26,1,1.75,4,15
2026-04-08,320.0,EUR,Royal Air Maroc,0,105,2026-04-08 09:50:00,2026-04-08 12:35:00,CMN,MAD,2026-03-13 16:22:15.628322,unified-search,260408,Wednesday,26,1,1.75,4,15
2026-04-08,218.0,EUR,Vueling Airlines,0,110,2026-04-08 12:30:00,2026-04-08 15:20:00,CMN,MAD,2026-03-13 16:22:15.628322,unified-search,260408,Wednesday,26,1,1.83,4,15
2026-04-08,347.54,EUR,Royal Air Maroc,0,110,2026-04-08 12:30:00,2026-04-08 15:20:00,CMN,MAD,2026-03-13 16:22:15.628322,unified-search,260408,Wednesday,26,1,1.83,4,15
2026-04-08,250.53,EUR,Royal Air Maroc,0,105,2026-04-08 17:55:00,2026-04-08 20:40:00,CMN,MAD,2026-03-13 16:22:15.628322,unified-search,260408,Wednesday,26,1,1.75,4,15
2026-04-08,299.0,EUR,Royal Air Maroc,0,105,2026-04-08 16:25:00,2026-04-08 19:10:00,CMN,MAD,2026-03-13 16:22:15.628322,unified-search,260408,Wednesday,26,1,1.75,4,15
2026-04-08,575.99,EUR,Iberia,0,105,2026-04-08 09:50:00,2026-04-08 12:35:00,CMN,MAD,2026-03-13 16:22:15.628322,unified-search,260408,Wednesday,26,1,1.75,4,15
2026-04-09,98.97,EUR,Iberia,0,110,2026-04-09 12:30:00,2026-04-09 15:20:00,CMN,MAD,2026-03-13 16:22:27.760959,unified-search,260409,Thursday,27,1,1.83,4,15
2026-04-09,199.0,EUR,Royal Air Maroc,0,105,2026-04-09 16:25:00,2026-04-09 19:10:00,CMN,MAD,2026-03-13 16:22:27.760959,unified-search,260409,Thursday,27,1,1.75,4,15
2026-04-09,188.0,EUR,Iberia,0,105,2026-04-09 16:25:00,2026-04-09 19:10:00,CMN,MAD,2026-03-13 16:22:27.760959,unified-search,260409,Thursday,27,1,1.75,4,15
2026-04-09,252.0,EUR,Royal Air Maroc,0,105,2026-04-09 09:50:00,2026-04-09 12:35:00,CMN,MAD,2026-03-13 16:22:27.760959,unified-search,260409,Thursday,27,1,1.75,4,15
2026-04-09,102.0,EUR,Vueling Airlines,0,110,2026-04-09 12:30:00,2026-04-09 15:20:00,CMN,MAD,2026-03-13 16:22:27.760959,unified-search,260409,Thursday,27,1,1.83,4,15
2026-04-09,221.99,EUR,Royal Air Maroc,0,110,2026-04-09 12:30:00,2026-04-09 15:20:00,CMN,MAD,2026-03-13 16:22:27.760959,unified-search,260409,Thursday,27,1,1.83,4,15
2026-04-09,265.0,EUR,Iberia,0,105,2026-04-09 09:50:00,2026-04-09 12:35:00,CMN,MAD,2026-03-13 16:22:27.760959,unified-search,260409,Thursday,27,1,1.75,4,15
2026-04-09,110.0,EUR,Royal Air Maroc,1,245,2026-04-09 17:15:00,2026-04-09 22:20:00,CMN,MAD,2026-03-13 16:22:27.760959,unified-search,260409,Thursday,27,0,4.08,4,15
2026-04-09,133.99,EUR,TAP Air Portugal,1,370,2026-04-09 17:10:00,2026-04-10 00:20:00,CMN,MAD,2026-03-13 16:22:27.760959,unified-search,260409,Thursday,27,0,6.17,4,15
2026-04-10,92.97,EUR,Iberia,0,105,2026-04-10 17:55:00,2026-04-10 20:40:00,CMN,MAD,2026-03-13 16:22:38.439347,unified-search,260410,Friday,28,1,1.75,4,15
2026-04-10,179.97,EUR,Iberia,0,110,2026-04-10 12:30:00,2026-04-10 15:20:00,CMN,MAD,2026-03-13 16:22:38.439347,unified-search,260410,Friday,28,1,1.83,4,15
2026-04-10,102.0,EUR,Vueling Airlines,0,105,2026-04-10 17:55:00,2026-04-10 20:40:00,CMN,MAD,2026-03-13 16:22:38.439347,unified-search,260410,Friday,28,1,1.75,4,15
2026-04-10,252.0,EUR,Royal Air Maroc,0,105,2026-04-10 09:50:00,2026-04-10 12:35:00,CMN,MAD,2026-03-13 16:22:38.439347,unified-search,260410,Friday,28,1,1.75,4,15
2026-04-10,185.0,EUR,Vueling Airlines,0,110,2026-04-10 12:30:00,2026-04-10 15:20:00,CMN,MAD,2026-03-13 16:22:38.439347,unified-search,260410,Friday,28,1,1.83,4,15
2026-04-10,313.0,EUR,Royal Air Maroc,0,110,2026-04-10 12:30:00,2026-04-10 15:20:00,CMN,MAD,2026-03-13 16:22:38.439347,unified-search,260410,Friday,28,1,1.83,4,15
2026-04-10,298.97,EUR,Iberia,0,105,2026-04-10 09:50:00,2026-04-10 12:35:00,CMN,MAD,2026-03-13 16:22:38.439347,unified-search,260410,Friday,28,1,1.75,4,15
2026-04-10,252.0,EUR,Royal Air Maroc,0,105,2026-04-10 16:25:00,2026-04-10 19:10:00,CMN,MAD,2026-03-13 16:22:38.439347,unified-search,260410,Friday,28,1,1.75,4,15
2026-04-10,221.99,EUR,Royal Air Maroc,0,105,2026-04-10 17:55:00,2026-04-10 20:40:00,CMN,MAD,2026-03-13 16:22:38.439347,unified-search,260410,Friday,28,1,1.75,4,15
2026-04-10,352.97,EUR,Iberia,0,105,2026-04-10 16:25:00,2026-04-10 19:10:00,CMN,MAD,2026-03-13 16:22:38.439347,unified-search,260410,Friday,28,1,1.75,4,15
2026-04-11,78.99,EUR,Air Arabia Maroc,0,100,2026-04-11 13:10:00,2026-04-11 15:50:00,CMN,MAD,2026-03-13 16:22:48.199302,unified-search,260411,Saturday,29,1,1.67,4,15
2026-04-11,109.97,EUR,Iberia,0,110,2026-04-11 12:30:00,2026-04-11 15:20:00,CMN,MAD,2026-03-13 16:22:48.199302,unified-search,260411,Saturday,29,1,1.83,4,15
2026-04-11,144.99,EUR,Royal Air Maroc,0,105,2026-04-11 09:50:00,2026-04-11 12:35:00,CMN,MAD,2026-03-13 16:22:48.199302,unified-search,260411,Saturday,29,1,1.75,4,15
2026-04-11,135.97,EUR,Iberia,0,105,2026-04-11 09:50:00,2026-04-11 12:35:00,CMN,MAD,2026-03-13 16:22:48.199302,unified-search,260411,Saturday,29,1,1.75,4,15
2026-04-11,197.99,EUR,Royal Air Maroc,0,105,2026-04-11 16:25:00,2026-04-11 19:10:00,CMN,MAD,2026-03-13 16:22:48.199302,unified-search,260411,Saturday,29,1,1.75,4,15
2026-04-11,178.97,EUR,Iberia,0,105,2026-04-11 16:25:00,2026-04-11 19:10:00,CMN,MAD,2026-03-13 16:22:48.199302,unified-search,260411,Saturday,29,1,1.75,4,15
2026-04-11,124.0,EUR,Vueling Airlines,0,110,2026-04-11 12:30:00,2026-04-11 15:20:00,CMN,MAD,2026-03-13 16:22:48.199302,unified-search,260411,Saturday,29,1,1.83,4,15
2026-04-11,253.0,EUR,Royal Air Maroc,0,110,2026-04-11 12:30:00,2026-04-11 15:20:00,CMN,MAD,2026-03-13 16:22:48.199302,unified-search,260411,Saturday,29,1,1.83,4,15
2026-04-11,152.0,EUR,Royal Air Maroc,1,280,2026-04-11 17:15:00,2026-04-11 22:55:00,CMN,MAD,2026-03-13 16:22:48.199302,unified-search,260411,Saturday,29,0,4.67,4,15
2026-04-11,208.0,EUR,Iberia,1,280,2026-04-11 17:15:00,2026-04-11 22:55:00,CMN,MAD,2026-03-13 16:22:48.199302,unified-search,260411,Saturday,29,0,4.67,4,15
